model,mode,threshold,top_k,n,micro_f1,macro_f1,precision,recall,avg_pred_labels,median_pred_labels
B3_contact_only,threshold,0.75,,16725,0.029325181159420288,0.0012846544380988748,0.3753623188405797,0.015258630847178037,0.04125560538116592,0.0
B3_contact_only,threshold,0.76,,16725,0.028901734104046246,0.0012738110328042447,0.3794642857142857,0.015022976316719689,0.04017937219730942,0.0
B3_contact_only,threshold,0.77,,16725,0.027801418439716317,0.0012564510984568972,0.3763440860215054,0.01443383999057382,0.0389237668161435,0.0
B3_contact_only,threshold,0.78,,16725,0.027264981539335414,0.0012398591458290412,0.3803486529318542,0.014139271827500884,0.03772795216741405,0.0
B3_contact_only,threshold,0.79,,16725,0.026389125860205878,0.0012195763627840177,0.38095238095238093,0.013667962766584187,0.03641255605381166,0.0
B3_contact_only,threshold,0.8,,16725,0.025632262474367735,0.0012064616499744146,0.3865979381443299,0.013255567338282079,0.034798206278026905,0.0
B3_contact_only,threshold,0.81,,16725,0.024522383803820928,0.0011702932147190177,0.38324420677361853,0.012666431012136208,0.03354260089686099,0.0
B3_contact_only,threshold,0.82,,16725,0.023741582011185938,0.0011547921236801071,0.3795620437956204,0.012254035583834099,0.03276532137518685,0.0
B3_contact_only,threshold,0.83,,16725,0.023085714285714282,0.0011107335048494349,0.3840304182509506,0.011900553788146577,0.03144992526158445,0.0
B3_contact_only,threshold,0.84,,16725,0.022763669640814457,0.0011102198334582661,0.39019607843137255,0.011723812890302816,0.030493273542600896,0.0
B3_contact_only,threshold,0.85,,16725,0.022435897435897433,0.0011060648181105593,0.39357429718875503,0.011547071992459055,0.02977578475336323,0.0
B3_contact_only,threshold,0.86,,16725,0.021425297891842346,0.0008840296247591394,0.3879668049792531,0.011016849298927772,0.02881913303437967,0.0
B3_contact_only,threshold,0.87,,16725,0.020873953435026953,0.0007823142626928761,0.3922413793103448,0.010722281135854836,0.027742899850523167,0.0
B3_contact_only,threshold,0.88,,16725,0.020088388911209322,0.0007286881193974694,0.3897550111358575,0.010309885707552728,0.026846038863976084,0.0
B3_contact_only,threshold,0.89,,16725,0.01874209497527883,0.0006997077400895501,0.3880952380952381,0.009602922116177684,0.025112107623318385,0.0
B3_contact_only,threshold,0.9,,16725,0.018295840285369083,0.0006802402937068899,0.3906633906633907,0.009367267585719336,0.024334828101644244,0.0
Fusion_ESM2_contact,threshold,0.01,,16725,0.13526135148821244,0.006596523693087375,0.09921584812216261,0.21244255920820077,2.1730941704035875,2.0
Fusion_ESM2_contact,threshold,0.02,,16725,0.159453525250061,0.006705152753924221,0.1360759493670886,0.19252975138447037,1.4359342301943199,1.0
Fusion_ESM2_contact,threshold,0.03,,16725,0.16976052941506364,0.006932700881728381,0.1619755993150685,0.1783315659243549,1.1173692077727952,1.0
Fusion_ESM2_contact,threshold,0.04,,16725,0.17421002430694443,0.00706729643459922,0.18232755844657694,0.16678449393189584,0.9283707025411061,1.0
Fusion_ESM2_contact,threshold,0.05,,16725,0.17782757711573954,0.007151479204225656,0.2017950635751683,0.15894898079415576,0.7994020926756352,1.0
Fusion_ESM2_contact,threshold,0.06,,16725,0.17748601993678578,0.007221907831697172,0.21621392908521622,0.15052433133026982,0.7065470852017938,0.0
Fusion_ESM2_contact,threshold,0.07,,16725,0.17673946165566273,0.007200595335405147,0.22998489425981872,0.14351360904913396,0.6333034379671151,0.0
Fusion_ESM2_contact,threshold,0.08,,16725,0.17466691686995683,0.006699057937398507,0.2406162754627236,0.13709202309414398,0.578236173393124,0.0
Fusion_ESM2_contact,threshold,0.09,,16725,0.17271744168082803,0.006846245975233756,0.25072886297376096,0.13173088252621656,0.5332137518684604,0.0
Fusion_ESM2_contact,threshold,0.1,,16725,0.16858207180787824,0.0067685135685721515,0.25750605326876513,0.12530929657122658,0.4938714499252616,0.0
Fusion_ESM2_contact,threshold,0.11,,16725,0.16284925276153348,0.0064933530556497195,0.26209150326797387,0.11812183339224697,0.45739910313901344,0.0
Fusion_ESM2_contact,threshold,0.12,,16725,0.15918130593304605,0.006346914380778847,0.2682211672717118,0.11317308825262165,0.428221225710015,0.0
Fusion_ESM2_contact,threshold,0.13,,16725,0.15639490768063402,0.006291816069148012,0.274896265560166,0.10928478850005892,0.4034678624813154,0.0
