model,threshold,n_rare_classes,micro_f1,macro_f1,precision,recall,avg_pred_labels,median_pred_labels
Fusion_ESM2_contact,0.6,3028,0.04935446968458898,0.0007115858017525854,0.825136612021858,0.02543800539083558,0.010941704035874439,0.0
Fusion_ESM2_contact,0.61,3028,0.049043648847474246,0.0007105728984779471,0.8287292817679558,0.02526954177897574,0.010822122571001494,0.0
Fusion_ESM2_contact,0.62,3028,0.04906771344455348,0.0007105728984779471,0.8426966292134831,0.02526954177897574,0.010642750373692078,0.0
Fusion_ESM2_contact,0.63,3028,0.048764522991327115,0.0007046103005086156,0.8514285714285714,0.025101078167115903,0.01046337817638266,0.0
Fusion_ESM2_contact,0.64,3028,0.04782964782964783,0.0006913076811669062,0.863905325443787,0.024595687331536387,0.010104633781763827,0.0
Fusion_ESM2_contact,0.65,3028,0.04783748361730013,0.0006913076811669062,0.8690476190476191,0.024595687331536387,0.010044843049327354,0.0
Fusion_ESM2_contact,0.66,3028,0.047853162897410685,0.0006913076811669062,0.8795180722891566,0.024595687331536387,0.00992526158445441,0.0
Fusion_ESM2_contact,0.67,3028,0.047548778488276766,0.0006849763387344127,0.8895705521472392,0.02442722371967655,0.009745889387144992,0.0
Fusion_ESM2_contact,0.68,3028,0.04596191726854892,0.0006742039347998374,0.8974358974358975,0.02358490566037736,0.009327354260089685,0.0
Fusion_ESM2_contact,0.69,3028,0.04596191726854892,0.0006742039347998374,0.8974358974358975,0.02358490566037736,0.009327354260089685,0.0
Fusion_ESM2_contact,0.7,3028,0.04564860426929392,0.0006729516519997976,0.9025974025974026,0.02341644204851752,0.009207772795216741,0.0
Fusion_ESM2_contact,0.71,3028,0.04565610116603711,0.0006729516519997976,0.9084967320261438,0.02341644204851752,0.00914798206278027,0.0
Fusion_ESM2_contact,0.72,3028,0.045335085413929034,0.000671690294686714,0.9078947368421053,0.02324797843665768,0.009088191330343796,0.0
Fusion_ESM2_contact,0.73,3028,0.04502136049950707,0.0006650937864951274,0.9133333333333333,0.023079514824797843,0.008968609865470852,0.0
Fusion_ESM2_contact,0.74,3028,0.044707429322813935,0.0006583584044468761,0.918918918918919,0.022911051212938006,0.008849028400597907,0.0
Fusion_ESM2_contact,0.75,3028,0.0440716987337609,0.0006504509122059431,0.9241379310344827,0.02257412398921833,0.00866965620328849,0.0
Fusion_ESM2_contact,0.76,3028,0.044086198387892746,0.0006504509122059431,0.9370629370629371,0.02257412398921833,0.008550074738415545,0.0
Fusion_ESM2_contact,0.77,3028,0.04409345179335308,0.0006504509122059431,0.9436619718309859,0.02257412398921833,0.008490284005979074,0.0
Fusion_ESM2_contact,0.78,3028,0.0437715978278756,0.0006494188829227779,0.9432624113475178,0.02240566037735849,0.0084304932735426,0.0
Fusion_ESM2_contact,0.79,3028,0.0437715978278756,0.0006494188829227779,0.9432624113475178,0.02240566037735849,0.0084304932735426,0.0
Fusion_ESM2_contact,0.8,3028,0.043127572016460905,0.0006471130825384739,0.9424460431654677,0.022068733153638814,0.008310911808669656,0.0
Fusion_ESM2_contact,0.81,3028,0.043127572016460905,0.0006471130825384739,0.9424460431654677,0.022068733153638814,0.008310911808669656,0.0
Fusion_ESM2_contact,0.82,3028,0.04216073781291173,0.0006432454372456985,0.9411764705882353,0.0215633423180593,0.008131539611360239,0.0
Fusion_ESM2_contact,0.83,3028,0.04184514003294893,0.0006419371931429762,0.9477611940298507,0.021394878706199463,0.008011958146487294,0.0
Fusion_ESM2_contact,0.84,3028,0.04088361358391032,0.0006322649079471402,0.9538461538461539,0.020889487870619946,0.007772795216741405,0.0
Fusion_ESM2_contact,0.85,3028,0.03927392739273928,0.0006254753612745688,0.9596774193548387,0.020047169811320754,0.007414050822122571,0.0
Fusion_ESM2_contact,0.86,3028,0.0370186745992398,0.0006166405217965654,0.9739130434782609,0.018867924528301886,0.0068759342301943195,0.0
Fusion_ESM2_contact,0.87,3028,0.036050934347610385,0.00028344376371711795,0.9819819819819819,0.018362533692722373,0.0066367713004484305,0.0
Fusion_ESM2_contact,0.88,3028,0.03573200992555832,0.00028195341503020556,0.9908256880733946,0.018194070080862535,0.006517189835575486,0.0
Fusion_ESM2_contact,0.89,3028,0.03443708609271524,0.0002758723135607158,1.0,0.01752021563342318,0.006218236173393124,0.0
Fusion_ESM2_contact,0.9,3028,0.03313452617627567,0.0002695926455126304,1.0,0.016846361185983826,0.005979073243647235,0.0
